FULLPOLICY_NB,CustomerID,Year,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG,CustomerTenure,IncomeBracket,CoverageAmount,Deductible,CustomerSatisfaction,ComplaintCount,PaymentMethod,PaymentDelayDays,MarketingChannel,AgentExperienceYears,PropertyValue,HouseholdIncome,CreditScore
501561,CUST001561,2021,2021-07-26,2022-03-31,Home,WA,B,98004,27.29,Y,Basic,Mixed,Shingle,2212,2,29,1,47,0,C,Online,2301.91,2384.52,161.13,46.04,175.59,616339,21409.17,1,1.025,1.0,12,1,0,0,0.0995,New,16809.17,1,1,Low,616339,5000,3,1,Debit Card,2,Online Search,7,750076,41356,667
501562,CUST001562,2021,2021-09-17,2022-07-31,Home,FL,D,33301,54.81,Y,Basic,Frame,Metal,1989,2,7,1,54,0,C,Independent,2360.76,2244.55,200.66,283.29,178.23,351921,0.0,0,0.947,1.0,12,1,0,0,0.0639,New,0.0,1,1,Low,351921,1500,5,0,Credit Card,2,Partner Referral,2,440877,44781,641
501563,CUST001563,2021,2021-10-02,2022-03-31,Home,NY,A,14604,28.0,Y,Basic,Masonry,Metal,1035,2,24,1,34,0,C,Online,1387.76,1225.31,97.14,27.76,134.45,396473,0.0,0,0.87,1.0,12,0,0,0,0.0924,New,0.0,0,1,Upper Middle,396473,2000,4,0,Auto Debit,1,Online Search,1,484448,112039,640
501564,CUST001564,2021,2021-11-01,2021-11-30,Home,NY,A,14604,49.98,N,Standard,Frame,Shingle,2851,3,53,1,34,0,A,Independent,4836.17,4386.47,338.53,580.34,289.63,1200303,0.0,0,0.895,1.0,12,0,0,0,0.0407,New,0.0,0,1,Middle,1200303,500,4,0,Credit Card,2,Aggregator,11,1361310,77333,746
501565,CUST001565,2021,2021-03-27,2021-12-31,Home,TX,B,77001,25.07,Y,Standard,Masonry,Tile,2259,2,21,0,64,0,B,Independent,1088.29,1166.16,76.18,130.6,120.97,318736,0.0,0,1.05,1.0,12,0,1,0,0.1103,New,0.0,1,1,Upper Middle,318736,5000,4,0,Credit Card,3,Aggregator,9,330041,133544,704
501566,CUST001566,2021,2021-06-20,2021-12-31,Rental,WA,C,98101,23.64,N,Basic,Frame,Metal,2050,3,19,1,33,1,D,Independent,2095.11,1948.8,146.66,251.41,166.28,450152,0.0,0,0.934,1.0,12,1,0,1,0.0431,New,0.0,1,1,Low,450152,1000,4,0,Debit Card,4,Email Campaign,6,636271,27910,589
501567,CUST001567,2021,2021-06-02,2021-06-30,Condo,TX,A,78701,38.23,N,Standard,Mixed,Tile,1874,1,29,1,47,2,C,Broker,941.94,909.6,65.94,141.29,114.39,211973,0.0,0,0.959,1.0,12,1,1,1,0.1041,New,0.0,1,1,Middle,211973,1000,3,2,Auto Debit,4,Agent Referral,4,244718,56709,624
501568,CUST001568,2021,2021-07-16,2022-01-31,Home,TX,A,77001,29.17,Y,Standard,Masonry,Metal,958,2,2,1,42,0,C,Online,591.63,611.65,41.41,11.83,98.62,152665,0.0,0,1.009,1.0,12,1,0,1,0.0813,New,0.0,1,1,Middle,152665,1000,4,0,Credit Card,2,Email Campaign,8,167922,59063,625
501569,CUST001569,2021,2021-05-16,2021-12-31,Condo,NY,B,11201,32.57,Y,Basic,Mixed,Shingle,871,1,32,0,53,1,C,Independent,1368.55,1394.43,95.8,164.23,133.58,312136,0.0,0,1.025,1.0,12,0,0,0,0.069,New,0.0,0,1,Middle,312136,500,4,0,Bank Transfer,2,Agent Referral,4,383970,55746,676
501570,CUST001570,2021,2021-11-25,2022-06-30,Home,NY,B,11201,16.58,Y,Standard,Masonry,Metal,1878,3,22,0,71,0,B,Independent,2526.94,2417.08,176.89,303.23,185.71,905797,0.0,0,0.933,1.0,12,0,0,0,0.0642,New,0.0,1,1,Low,905797,500,4,0,Auto Debit,0,Agent Referral,6,919298,46690,697
501571,CUST001571,2021,2021-11-13,2022-07-31,Home,TX,A,77001,42.04,Y,Premium,Frame,Tile,2579,3,23,1,39,0,B,Online,1422.55,1406.63,99.58,28.45,136.01,395174,11128.72,1,1.007,1.0,12,0,1,1,0.1456,New,9288.72,1,1,Upper Middle,395174,2000,4,0,Credit Card,5,Online Search,1,354604,103135,683
501572,CUST001572,2021,2021-04-03,2021-07-31,Home,NY,C,10001,20.48,Y,Standard,Mixed,Metal,2054,1,30,0,45,0,B,Direct,2583.31,2615.42,180.83,77.5,188.25,891638,0.0,0,0.982,1.0,12,0,0,0,0.0923,New,0.0,1,1,High,891638,2000,4,0,Credit Card,2,Online Search,2,922882,178995,726
501573,CUST001573,2021,2021-12-15,2022-06-30,Rental,TX,D,79901,43.05,Y,Standard,Frame,Shingle,1564,1,21,1,41,1,B,Independent,906.57,813.93,63.46,108.79,112.8,206162,0.0,0,0.899,1.0,12,0,1,0,0.128,New,0.0,1,1,Upper Middle,206162,2500,4,0,Auto Debit,0,Agent Referral,9,207998,123408,693
501574,CUST001574,2021,2021-04-10,2021-08-31,Home,WA,C,98101,44.51,N,Standard,Frame,Shingle,2348,1,55,1,42,0,D,Independent,3324.79,3295.36,232.74,398.97,221.62,594615,0.0,0,0.984,1.0,12,0,0,0,0.0515,New,0.0,1,1,Middle,594615,500,5,0,Debit Card,0,Social Media,4,684658,57069,613
501575,CUST001575,2021,2021-04-01,2021-12-31,Home,WA,A,98101,33.05,Y,Standard,Frame,Tile,1605,3,18,1,33,1,B,Online,1738.79,1638.65,121.72,34.78,150.25,533357,0.0,0,0.477,0.5,6,0,0,0,0.078,New,0.0,1,1,Middle,533357,1000,4,0,Auto Debit,0,Aggregator,5,572879,62319,698
501576,CUST001576,2021,2021-03-17,2021-07-31,Home,TX,C,78701,40.15,Y,Standard,Masonry,Shingle,1614,1,40,0,62,0,B,Broker,1010.49,1044.14,70.73,151.57,117.47,225532,0.0,0,1.027,1.0,12,0,0,0,0.0632,New,0.0,1,1,Middle,225532,1500,4,0,Credit Card,1,Agent Referral,7,219296,87336,711
501577,CUST001577,2021,2021-04-24,2021-09-30,Condo,CA,C,90001,47.15,Y,Basic,Mixed,Metal,1217,2,61,1,36,1,D,Broker,2449.63,2373.07,171.47,367.44,182.23,410163,8349.57,1,1.02,1.0,12,0,0,0,0.0876,New,3749.57,0,1,Middle,410163,5000,3,0,Bank Transfer,3,Social Media,1,486164,60903,599
501578,CUST001578,2021,2021-05-12,2021-11-30,Rental,TX,D,78701,26.66,N,Standard,Mixed,Tile,1495,2,12,1,45,0,C,Independent,779.79,754.63,54.59,93.58,107.09,191048,0.0,0,0.962,1.0,12,0,0,0,0.0871,New,0.0,1,1,Middle,191048,2000,4,0,Debit Card,4,Agent Referral,1,228537,76275,633
501579,CUST001579,2021,2021-04-12,2021-11-30,Home,NY,C,12207,28.44,N,Standard,Masonry,Shingle,2052,1,31,0,45,0,A,Broker,2581.85,2528.51,180.73,387.28,188.18,800396,0.0,0,0.975,1.0,12,0,0,0,0.0896,New,0.0,0,1,Upper Middle,800396,2000,5,0,Auto Debit,2,Email Campaign,8,998503,103162,762
501580,CUST001580,2021,2021-08-02,2021-08-31,Home,TX,C,73301,43.79,N,Standard,Frame,Metal,2255,1,24,0,64,0,D,Broker,1569.35,1482.21,109.85,235.4,142.62,294404,0.0,0,0.939,1.0,12,1,1,1,0.1066,New,0.0,1,1,Low,294404,500,4,0,Auto Debit,5,Aggregator,3,346608,30442,595
501581,CUST001581,2021,2021-02-27,2021-10-31,Home,TX,A,79901,36.66,Y,Standard,Frame,Metal,2263,1,31,0,59,0,C,Direct,1345.84,1281.78,94.21,40.38,132.56,316511,0.0,0,0.481,0.5,6,0,1,0,0.1044,New,0.0,1,1,Upper Middle,316511,1000,5,0,Credit Card,2,Aggregator,4,334625,105692,679
501582,CUST001582,2021,2021-09-04,2022-03-31,Rental,TX,A,77001,53.21,N,Basic,Mixed,Shingle,1960,2,31,1,44,1,C,Direct,1165.98,1203.79,81.62,34.98,124.47,199552,0.0,0,0.996,1.0,12,1,1,1,0.1313,New,0.0,1,1,Low,199552,2500,4,0,Credit Card,4,Agent Referral,6,267255,44572,648
501583,CUST001583,2021,2021-04-26,2021-04-30,Home,CA,C,90001,37.2,Y,Standard,Mixed,Shingle,1161,3,26,1,48,2,D,Broker,3235.1,3095.43,226.46,485.27,217.58,465972,49723.27,2,0.939,1.0,12,0,0,0,0.0496,New,48803.27,0,1,Middle,465972,500,3,0,Credit Card,1,Online Search,13,492850,51331,619
501584,CUST001584,2021,2021-09-22,2022-03-31,Rental,NY,C,12207,44.1,Y,Standard,Frame,Shingle,2012,1,20,0,68,2,B,Online,4050.34,4145.67,283.52,81.01,254.27,883916,0.0,0,0.991,1.0,12,1,0,0,0.0699,New,0.0,1,1,Upper Middle,883916,1000,3,0,Auto Debit,1,Online Search,3,870649,98894,687
501585,CUST001585,2021,2021-07-02,2021-07-31,Rental,CA,B,94105,38.66,Y,Premium,Frame,Metal,1290,1,36,1,44,0,C,Online,2871.62,2809.26,201.01,57.43,201.22,560533,33413.46,2,0.49,0.5,6,1,0,0,0.1146,New,29733.46,0,1,Middle,560533,2000,4,0,Bank Transfer,4,Agent Referral,7,512219,86880,658
501586,CUST001586,2021,2021-10-16,2021-12-31,Home,FL,A,33601,36.48,N,Basic,Masonry,Metal,3033,2,18,1,48,3,C,Online,3235.43,3148.13,275.01,64.71,217.59,500249,0.0,0,1.007,1.0,12,0,1,0,0.1519,New,0.0,1,1,Middle,500249,2000,5,0,Credit Card,1,Online Search,2,696106,71001,638
501587,CUST001587,2021,2021-07-05,2022-05-31,Home,NY,B,14604,28.02,N,Basic,Frame,Tile,1764,2,31,1,48,0,B,Online,1961.16,1962.26,137.28,39.22,160.25,674504,0.0,0,1.005,1.0,12,1,1,0,0.119,New,0.0,1,1,Upper Middle,674504,1000,5,0,Auto Debit,0,Agent Referral,5,947968,113543,706
501588,CUST001588,2021,2021-03-05,2021-03-31,Rental,NY,A,14604,38.91,N,Premium,Mixed,Shingle,2136,1,27,0,61,1,B,Online,4020.72,3778.05,281.45,80.41,252.93,980078,0.0,0,0.935,1.0,12,0,0,0,0.0887,New,0.0,1,1,Middle,980078,1000,4,0,Debit Card,1,Agent Referral,2,1049086,76732,717
501589,CUST001589,2021,2021-06-10,2021-08-31,Condo,CA,D,90001,55.38,Y,Basic,Frame,Tile,1571,1,45,1,29,0,B,Online,2641.79,2512.71,184.93,52.84,190.88,516470,0.0,0,0.985,1.0,12,1,0,0,0.0645,New,0.0,1,1,Middle,516470,1000,5,0,Debit Card,1,Email Campaign,8,641884,69098,717
501590,CUST001590,2021,2021-10-10,2022-05-31,Home,WA,A,98101,28.41,N,Standard,Masonry,Shingle,2827,1,29,1,23,0,C,Direct,2997.96,2693.98,209.86,89.94,206.91,771504,0.0,0,0.928,1.0,12,0,0,1,0.0705,New,0.0,0,1,Upper Middle,771504,1500,4,0,Credit Card,7,Agent Referral,2,957761,143859,634
501591,CUST001591,2021,2021-07-17,2021-07-31,Rental,CA,B,94105,54.25,N,Basic,Mixed,Tile,1764,1,42,0,55,0,B,Independent,2410.5,2217.41,168.74,289.26,180.47,486957,0.0,0,0.48,0.5,6,1,1,0,0.113,New,0.0,0,1,Upper Middle,486957,2000,4,0,Bank Transfer,2,Aggregator,12,706094,104103,715
501592,CUST001592,2021,2021-07-27,2022-03-31,Home,CA,A,90001,56.67,Y,Standard,Masonry,Shingle,2585,1,26,0,49,0,B,Independent,6586.51,6469.72,461.06,790.38,368.39,1159529,0.0,0,0.967,1.0,12,1,1,0,0.0868,New,0.0,1,1,Middle,1159529,500,4,0,Debit Card,2,Online Search,5,1163533,82853,724
501593,CUST001593,2021,2021-01-04,2021-06-30,Rental,FL,B,32801,42.29,Y,Standard,Masonry,Tile,1921,1,27,1,49,2,C,Online,3219.69,3047.27,273.67,64.39,216.89,460262,0.0,0,0.953,1.0,12,0,1,1,0.1316,New,0.0,1,1,Middle,460262,5000,3,0,Debit Card,10,Partner Referral,6,462619,64106,643
501594,CUST001594,2021,2021-12-21,2022-04-30,Home,CA,B,94105,45.58,N,Basic,Mixed,Tile,2573,2,15,0,48,0,A,Broker,3482.58,3535.61,243.78,522.39,228.72,916124,95282.6,1,1.031,1.0,12,0,0,0,0.0483,New,94362.6,1,1,Middle,916124,1000,4,0,Bank Transfer,3,Agent Referral,11,1279712,84968,772
501595,CUST001595,2021,2021-09-07,2021-12-31,Condo,NY,A,12207,48.63,Y,Basic,Mixed,Shingle,1089,1,39,0,58,0,A,Independent,1666.9,1595.96,116.68,200.03,147.01,428015,0.0,0,0.954,1.0,12,1,0,0,0.0425,New,0.0,0,1,Upper Middle,428015,1000,4,1,Credit Card,4,Partner Referral,12,513492,95036,750
501596,CUST001596,2021,2021-10-20,2022-07-31,Home,CA,C,90001,48.16,N,Basic,Masonry,Shingle,2217,2,38,1,30,1,D,Independent,4321.54,4044.76,302.51,518.58,266.47,616509,0.0,0,0.926,1.0,12,0,0,1,0.071,New,0.0,1,1,Middle,616509,2000,5,0,Auto Debit,4,Agent Referral,11,891882,61635,588
501597,CUST001597,2021,2021-06-25,2021-06-30,Condo,NY,C,11201,43.77,N,Premium,Frame,Metal,1584,1,12,1,46,0,C,Direct,2772.47,2448.4,194.07,83.17,196.76,773272,49786.27,1,0.867,1.0,12,1,0,0,0.1193,New,47946.27,0,1,Middle,773272,2000,3,1,Credit Card,2,Agent Referral,7,818407,79931,667
501598,CUST001598,2021,2021-02-16,2021-07-31,Home,FL,C,32801,53.74,N,Basic,Masonry,Shingle,1378,1,21,0,50,1,C,Independent,1626.03,1515.44,138.21,195.12,145.17,212793,18468.55,1,0.926,1.0,12,0,1,1,0.123,New,13868.55,1,1,Low,212793,5000,3,1,Credit Card,3,Agent Referral,12,328674,33231,625
501599,CUST001599,2021,2021-04-02,2021-07-31,Home,CA,D,90001,32.44,Y,Premium,Mixed,Metal,2033,1,28,0,64,1,B,Online,3630.67,3317.48,254.15,72.61,235.38,913757,120323.84,2,0.899,1.0,12,0,0,0,0.0815,New,118483.84,0,1,Upper Middle,913757,1000,3,2,Auto Debit,2,Online Search,3,858079,104368,719
501600,CUST001600,2021,2021-09-01,2022-07-31,Rental,CA,C,94105,65.13,N,Basic,Frame,Tile,1881,1,44,1,26,0,A,Online,2299.74,2044.98,160.98,45.99,175.49,485061,0.0,0,0.887,1.0,12,1,1,0,0.1528,New,0.0,1,1,Upper Middle,485061,2000,4,0,Bank Transfer,1,Agent Referral,4,710868,111200,748
501601,CUST001601,2021,2021-07-22,2022-04-30,Home,NY,D,12207,27.76,Y,Basic,Masonry,Shingle,2543,1,29,1,46,0,B,Online,4079.71,3897.73,285.58,81.59,255.59,1090388,0.0,0,0.957,1.0,12,1,0,0,0.0943,New,0.0,1,1,Middle,1090388,5000,5,0,Debit Card,4,Email Campaign,4,1301417,81981,698
501602,CUST001602,2021,2021-11-19,2022-03-31,Home,FL,C,33601,56.98,N,Standard,Mixed,Shingle,1166,1,0,1,43,1,A,Online,1409.89,1392.37,119.84,28.2,135.45,236919,0.0,0,0.994,1.0,12,0,0,0,0.0688,New,0.0,0,1,Middle,236919,1000,4,0,Auto Debit,2,Email Campaign,6,271529,69102,751
501603,CUST001603,2021,2021-11-24,2022-03-31,Home,FL,B,32801,36.55,N,Standard,Mixed,Metal,2135,2,27,1,54,0,D,Independent,3265.01,3202.34,277.53,391.8,218.93,435467,0.0,0,1.0,1.0,12,0,0,0,0.0472,New,0.0,1,1,Low,435467,1000,4,0,Auto Debit,2,Agent Referral,6,506817,35747,572
501604,CUST001604,2021,2021-03-18,2021-07-31,Home,WA,D,98501,28.67,Y,Basic,Frame,Tile,1207,1,46,1,40,0,C,Independent,1196.37,1275.83,83.75,143.56,125.84,325743,0.0,0,1.05,1.0,12,0,1,0,0.0836,New,0.0,0,1,Middle,325743,500,3,0,Auto Debit,0,Online Search,11,395881,65449,653
501605,CUST001605,2021,2021-12-27,2022-02-28,Condo,TX,A,77001,40.04,Y,Standard,Frame,Tile,2061,1,30,1,52,0,C,Online,1168.49,958.07,81.79,23.37,124.58,267423,0.0,0,0.835,1.0,12,0,1,1,0.1142,New,0.0,1,1,Middle,267423,1000,4,0,Debit Card,9,Social Media,2,274730,86792,644
501606,CUST001606,2021,2021-02-02,2021-09-30,Condo,FL,C,33601,67.03,Y,Standard,Frame,Tile,1140,1,28,1,48,1,C,Independent,2316.34,2356.44,196.89,277.96,176.24,280073,0.0,0,1.031,1.0,12,0,0,0,0.0815,New,0.0,1,1,Middle,280073,2000,4,0,Credit Card,0,Agent Referral,16,270799,69837,630
501607,CUST001607,2021,2021-02-07,2021-12-31,Home,FL,C,33601,62.93,Y,Standard,Mixed,Tile,2009,1,49,1,42,0,C,Online,3226.92,3133.27,274.29,64.54,217.21,405789,0.0,0,0.928,1.0,12,0,0,0,0.1068,New,0.0,1,1,Low,405789,2000,5,0,Credit Card,1,Online Search,3,433634,47197,653
501608,CUST001608,2021,2021-10-10,2022-03-31,Home,TX,A,73301,30.14,N,Basic,Mixed,Metal,2114,2,0,1,65,1,C,Independent,949.21,860.88,66.44,113.91,114.71,267861,0.0,0,0.897,1.0,12,0,0,0,0.0898,New,0.0,1,1,Middle,267861,2000,5,0,Auto Debit,0,Social Media,7,372349,59310,634
501609,CUST001609,2021,2021-05-12,2021-05-31,Home,FL,A,33601,66.48,N,Basic,Frame,Tile,1928,1,39,0,64,0,B,Independent,2174.47,2189.31,184.83,260.94,169.85,323046,0.0,0,1.016,1.0,12,0,0,0,0.0403,New,0.0,0,1,Middle,323046,1000,4,1,Auto Debit,1,Online Search,8,452495,74550,720
501610,CUST001610,2021,2021-09-24,2022-06-30,Condo,TX,D,73301,38.85,N,Standard,Frame,Shingle,1689,1,11,0,23,1,A,Independent,699.74,658.99,48.98,83.97,103.49,209393,0.0,0,0.478,0.5,6,1,0,0,0.0967,New,0.0,1,1,High,209393,2000,4,1,Credit Card,2,Social Media,4,256782,183542,816
501611,CUST001611,2021,2021-10-07,2022-01-31,Home,CA,A,90001,58.32,N,Standard,Frame,Tile,1737,2,23,1,50,0,A,Broker,3282.68,3389.3,229.79,492.4,219.72,676802,0.0,0,1.05,1.0,12,0,0,0,0.0427,New,0.0,1,1,Middle,676802,1500,5,0,Debit Card,2,Partner Referral,9,809258,53040,744
501612,CUST001612,2021,2021-08-11,2022-05-31,Rental,FL,A,33601,61.18,Y,Premium,Frame,Tile,2106,2,1,0,51,0,A,Independent,3084.08,3165.73,262.15,370.09,210.78,492465,25280.76,1,1.017,1.0,12,1,0,0,0.0516,New,24360.76,0,1,Upper Middle,492465,1000,3,0,Bank Transfer,1,Online Search,7,479168,140660,741
501613,CUST001613,2021,2021-01-25,2021-10-31,Home,WA,D,99201,16.72,Y,Basic,Mixed,Shingle,2096,2,32,0,68,0,A,Broker,1402.92,1316.24,98.2,210.44,135.13,546759,0.0,0,0.933,1.0,12,0,0,0,0.041,New,0.0,1,1,Upper Middle,546759,1000,4,1,Debit Card,1,Agent Referral,11,695860,98400,752
501614,CUST001614,2021,2021-09-18,2022-07-31,Home,CA,C,95814,43.72,N,Premium,Mixed,Shingle,1674,1,0,0,33,1,A,Online,2863.5,2511.92,200.44,57.27,200.86,698785,118948.43,2,0.891,1.0,12,1,0,0,0.0865,New,117108.43,1,1,High,698785,1000,3,1,Debit Card,1,Agent Referral,2,748634,188880,769
501615,CUST001615,2021,2021-09-13,2022-04-30,Home,TX,C,78701,23.39,N,Premium,Masonry,Metal,2593,1,28,1,27,0,D,Direct,1295.6,1215.18,90.69,38.87,130.3,293923,0.0,0,0.492,0.5,6,1,0,0,0.1045,New,0.0,1,1,Middle,293923,2000,4,0,Bank Transfer,3,Aggregator,3,325256,53755,614
501616,CUST001616,2021,2021-10-26,2022-06-30,Condo,CA,A,90001,41.77,N,Basic,Mixed,Metal,1166,1,34,0,49,0,A,Independent,1228.75,1293.95,86.01,147.45,127.29,329071,25912.35,1,1.048,1.0,12,0,0,0,0.0534,New,24992.35,1,1,High,329071,1000,3,1,Bank Transfer,3,Aggregator,11,443148,153047,780
501617,CUST001617,2021,2021-11-13,2022-07-31,Home,FL,C,32801,59.53,N,Standard,Masonry,Shingle,967,2,10,0,67,0,C,Independent,1932.79,1942.48,164.29,231.94,158.98,236127,0.0,0,0.51,0.5,6,0,0,0,0.0465,New,0.0,1,1,Low,236127,1500,5,1,Credit Card,1,Email Campaign,12,273172,46694,648
501618,CUST001618,2021,2021-02-11,2021-09-30,Condo,WA,B,98101,24.66,N,Premium,Frame,Metal,1656,1,56,0,54,0,B,Online,1525.92,1556.74,106.81,30.52,140.67,495378,0.0,0,1.05,1.0,12,0,0,0,0.0804,New,0.0,1,1,Middle,495378,1000,4,0,Credit Card,3,Online Search,8,515243,79711,720
501619,CUST001619,2021,2021-04-16,2021-11-30,Rental,FL,A,32801,62.73,Y,Standard,Mixed,Metal,1846,3,15,1,44,0,C,Independent,2996.07,2797.32,254.67,359.53,206.82,404270,7523.95,1,0.465,0.5,6,0,1,0,0.0885,New,7063.95,0,1,Middle,404270,500,3,1,Auto Debit,1,Aggregator,11,409949,81774,668
501620,CUST001620,2021,2021-12-24,2022-06-30,Condo,NY,B,14604,27.66,Y,Basic,Frame,Metal,1530,1,22,1,23,2,C,Broker,2432.8,2065.15,170.3,364.92,181.48,603322,0.0,0,0.878,1.0,12,0,0,0,0.0563,New,0.0,0,1,Low,603322,500,4,0,Bank Transfer,7,Agent Referral,5,743793,27007,661
501621,CUST001621,2021,2021-12-11,2022-01-31,Home,NY,A,14604,50.58,N,Basic,Frame,Shingle,2228,2,52,0,44,0,A,Broker,1948.06,1940.88,136.36,292.21,159.66,539766,0.0,0,0.989,1.0,12,0,1,0,0.1025,New,0.0,0,1,Upper Middle,539766,1000,4,0,Credit Card,0,Social Media,9,822893,119045,792
501622,CUST001622,2021,2021-03-25,2021-09-30,Home,NY,D,14604,31.2,N,Basic,Frame,Shingle,1995,1,37,1,50,0,D,Independent,3551.41,3539.41,248.6,426.17,231.81,688692,0.0,0,0.95,1.0,12,0,0,1,0.08,New,0.0,1,1,Middle,688692,2000,5,0,Credit Card,6,Agent Referral,9,943490,72188,608
501623,CUST001623,2021,2021-07-18,2022-02-28,Condo,NY,C,12207,33.84,N,Premium,Mixed,Shingle,1090,1,16,0,53,0,A,Direct,1634.62,1619.33,114.42,49.04,145.56,515693,0.0,0,1.007,1.0,12,1,0,0,0.1061,New,0.0,0,1,Upper Middle,515693,5000,4,1,Bank Transfer,4,Agent Referral,6,541176,102216,776
501624,CUST001624,2021,2021-05-25,2021-05-31,Condo,FL,D,33601,43.39,Y,Standard,Mixed,Shingle,1120,1,3,1,29,0,D,Online,2026.73,2118.47,172.27,40.53,163.2,270384,0.0,0,0.528,0.5,6,0,0,0,0.0897,New,0.0,1,1,Low,270384,1500,4,0,Debit Card,1,Agent Referral,3,273270,33159,580
501625,CUST001625,2021,2021-02-20,2021-11-30,Home,CA,B,95814,53.34,Y,Standard,Frame,Shingle,2237,2,37,1,46,0,A,Direct,4300.01,4145.2,301.0,129.0,265.5,897226,75586.73,2,0.983,1.0,12,0,1,0,0.1019,New,74666.73,0,1,High,897226,500,4,1,Bank Transfer,4,Email Campaign,6,941357,200687,765
501626,CUST001626,2021,2021-03-15,2021-09-30,Home,FL,A,32801,44.71,N,Standard,Masonry,Tile,2734,2,13,0,80,1,B,Broker,3011.16,3182.03,255.95,451.67,207.5,509344,0.0,0,0.515,0.5,6,0,0,0,0.0417,New,0.0,1,1,Upper Middle,509344,1000,3,0,Auto Debit,0,Online Search,9,627968,111153,702
501627,CUST001627,2021,2021-07-05,2022-04-30,Home,FL,B,33301,32.05,Y,Premium,Mixed,Metal,2739,1,6,0,56,0,B,Online,3189.55,2959.88,271.11,63.79,215.53,676722,0.0,0,0.951,1.0,12,1,0,0,0.0915,New,0.0,0,1,Upper Middle,676722,2000,4,0,Auto Debit,2,Partner Referral,7,629520,99855,721
501628,CUST001628,2021,2021-04-23,2021-04-30,Home,CA,A,95814,38.17,N,Premium,Mixed,Metal,2504,1,36,1,35,1,D,Online,6304.3,6779.27,441.3,126.09,355.69,1076868,26083.86,1,1.034,1.0,12,0,0,0,0.0728,New,25623.86,1,1,Low,1076868,500,4,0,Auto Debit,1,Agent Referral,8,1120411,43672,613
501629,CUST001629,2021,2021-03-10,2021-03-31,Home,CA,B,94105,31.9,N,Standard,Masonry,Tile,2156,2,14,1,48,1,C,Direct,3860.27,3641.66,270.22,115.81,245.71,795843,69557.03,1,0.964,1.0,12,0,0,1,0.0645,New,68637.03,1,1,Middle,795843,1000,3,0,Bank Transfer,12,Agent Referral,9,981497,71821,621
501630,CUST001630,2021,2021-06-06,2021-06-30,Rental,FL,C,33301,61.62,N,Premium,Mixed,Tile,1697,1,64,1,57,0,D,Direct,2789.0,2810.42,237.06,83.67,197.5,323951,18459.74,1,0.991,1.0,12,1,0,1,0.1048,New,16159.74,0,1,Middle,323951,2500,3,0,Credit Card,9,Online Search,2,363462,67135,581
501631,CUST001631,2021,2021-04-20,2021-11-30,Rental,WA,C,98101,31.74,N,Standard,Frame,Tile,1910,1,38,1,52,0,B,Independent,1947.59,1795.68,136.33,233.71,159.64,562808,0.0,0,0.925,1.0,12,0,0,0,0.0649,New,0.0,1,1,Middle,562808,1000,4,0,Auto Debit,1,Online Search,4,675425,60009,682
501632,CUST001632,2021,2021-06-14,2021-10-31,Home,CA,A,92101,55.32,Y,Basic,Masonry,Shingle,2374,2,51,1,23,0,D,Direct,4857.14,4796.93,340.0,145.71,290.57,670458,0.0,0,0.962,1.0,12,1,0,1,0.06,New,0.0,1,1,Middle,670458,500,4,0,Auto Debit,3,Agent Referral,6,887000,76279,571
501633,CUST001633,2021,2021-07-10,2022-01-31,Home,CA,A,94105,42.45,Y,Standard,Masonry,Shingle,2287,2,30,1,58,1,C,Broker,5651.76,5615.22,395.62,847.76,326.33,903734,0.0,0,1.03,1.0,12,1,0,0,0.0407,New,0.0,1,1,Low,903734,1000,4,0,Auto Debit,0,Agent Referral,6,927723,43001,667
501634,CUST001634,2021,2021-10-25,2022-06-30,Home,CA,D,94105,64.73,N,Standard,Mixed,Shingle,1461,2,27,0,54,0,C,Broker,3067.53,3073.98,214.73,460.13,210.04,496681,43406.14,1,1.016,1.0,12,0,0,1,0.0761,New,41106.14,0,1,Middle,496681,2500,3,1,Auto Debit,4,Partner Referral,4,592113,63942,623
501635,CUST001635,2021,2021-08-03,2021-10-31,Home,WA,A,98101,29.43,N,Premium,Mixed,Tile,1605,2,38,1,53,2,D,Independent,2601.26,2365.61,182.09,312.15,189.06,544518,0.0,0,0.913,1.0,12,1,1,1,0.0957,New,0.0,1,1,Middle,544518,1000,5,0,Debit Card,9,Partner Referral,1,567589,60019,520
